"GSM2462948","GSM2462949","GSM2462950","GSM2462951","GSM2462952","GSM2462953","GSM2462954","GSM2462955","GSM2462956","GSM2462957","GSM2462958","GSM2462959","GSM2462960","GSM2462961","GSM2462962","GSM2462963","GSM2462964","GSM2462965","GSM2462966","GSM2462967"
"1419397_at",13.6554,26.2311,26.3259,15.1635,23.9105,58.6536,57.9551,56.521,54.7913,59.7189,59.6539,66.4703,65.7205,77.0311,72.8242,44.7006,41.1173,38.0405,47.2042,45.8429
"1419398_a_at",144.989,237.876,281.166,157.387,231.581,206.176,374.123,187.293,326.604,246.355,380.223,410.774,284.992,335.172,333.602,223.037,171.757,241.633,209.079,284.385
"1419399_at",947.662,865.765,822.79,626.261,1392.19,793.471,872.174,797.541,1018.71,1139.12,1121.48,967.283,1013.65,902.637,982.097,745.526,796.73,875.293,739.742,752.024
"1419400_at",2002.77,2467.44,1918.25,1763.81,3154.87,1816.27,1878.94,1725.23,2434.58,2650.34,2395.31,2340.22,2442.02,2321.19,2277.45,1778.36,1812.16,1978.45,2054.33,1958.92
"1419401_at",143.744,144.14,100.341,94.8878,290.669,241.038,280.313,263.945,406.582,456.398,352.99,304.482,356.605,333.575,434.185,185.697,243.097,197.344,326.038,273.679
"1419402_at",3.20054,6.73148,7.05698,2.83106,3.62994,1.06189,6.89989,4.303,10.5069,15.2818,5.94313,6.26281,6.53289,12.2078,4.35499,4.24526,6.5864,4.75916,12.3071,10.7536
"1419403_at",99.1385,202.208,123.265,86.6392,184.92,132.554,214.633,148.098,215.844,213.692,183.993,194.709,175.127,196.039,175.331,124.955,149.868,152.825,147.616,149.296
"1419404_s_at",11.1076,26.722,8.44126,13.9849,25.0967,30.4044,37.6781,38.8231,52.9796,49.9046,26.2224,45.1122,32.1026,47.0184,46.0185,22.643,24.5783,26.3814,32.9358,34.1932
"1419405_at",17.8476,21.3699,14.2856,20.3481,23.3805,18.4227,25.6724,18.9906,26.3429,27.9725,27.3685,21.5778,30.3075,33.4817,28.0103,20.6827,19.7273,9.49887,19.3115,11.7765
"1419406_a_at",4.5639,1.35791,15.7808,9.49331,6.04526,4.76067,21.9118,11.4648,20.9493,27.8873,25.111,14.9646,8.68998,19.8681,17.326,12.1212,14.2953,12.8756,11.3446,14.2269
"1419407_at",5148.4,7219.9,5868.05,5854.67,5708.85,6018.95,5347.65,6103.99,7877,8073.73,6866.03,6301.42,8725.66,6775.79,8218.43,6187.72,5880.91,6641.99,6967.27,5497.87
"1419408_at",4.48665,5.24423,6.24224,3.09474,0.342774,10.5192,5.41177,5.38697,2.82814,3.09523,8.80149,0.679908,7.92737,9.81742,8.55231,3.52978,4.26042,2.09091,7.62384,2.05349
"1419409_at",8.2271,19.821,16.686,8.16992,17.2092,3.6775,3.54862,6.13838,7.69614,19.3683,21.0868,22.7525,26.3342,20.8614,20.8397,14.3391,18.3257,9.41959,5.35179,5.49983
"1419410_at",1.22382,1.89941,2.65483,1.02999,3.82333,18.7534,36.3572,18.3905,12.7578,27.7191,41.6234,21.338,5.70203,36.7321,38.1158,27.0498,19.0493,9.64528,3.11606,2.97021
"1419411_at",0.538359,1.49641,0.359897,10.184,1.7483,3.82572,4.89961,10.6925,11.4433,2.22716,7.69072,6.4796,2.35587,5.07821,11.612,1.84256,0.762857,3.69078,5.24782,0.364268
"1419412_at",10.0268,2.21774,20.7021,13.1267,23.4174,33.4203,31.2069,23.8213,15.3392,18.8664,40.7476,43.931,14.345,24.8192,37.1486,12.9773,17.6517,18.558,15.9548,25.7624
"1419413_at",3.45975,2.36424,1.7941,3.13259,7.37496,2.84039,4.15332,7.61852,13.519,15.0816,19.3831,7.31667,3.21087,6.7131,5.70883,8.68145,6.77239,1.94796,5.5802,23.1942
"1419414_at",1.71836,16.0891,10.4494,7.50975,3.18406,10.4457,3.59603,17.2222,1.07915,2.95641,20.6551,2.5913,27.2226,9.33813,20.3627,1.78597,8.19818,3.42715,12.2197,5.12949
"1419415_a_at",44.0787,85.6662,61.1125,57.233,67.792,73.2455,103.463,63.9234,88.202,101.426,103.56,104.638,99.4692,134.892,127.497,81.887,79.1143,80.5292,57.7387,90.7881
"1419416_a_at",14.8839,20.4288,17.6893,12.034,21.4211,21.3503,24.513,22.0614,27.8896,2.989,24.9611,22.8617,13.0687,27.8615,37.0711,9.82416,17.8748,5.56678,22.4647,9.25138
"1419417_at",21.4494,24.9552,20.7991,19.5769,22.6021,46.4504,73.5519,65.4953,76.4498,79.4251,52.6701,61.445,43.7599,59.9579,77.9627,37.3628,51.7729,51.4971,72.4422,64.9724
"1419418_a_at",3.5933,0.182073,0.327059,1.31028,0.336566,1.94195,0.171039,0.318366,0.252798,0.548645,0.317594,0.213454,0.466913,1.44084,0.720397,1.23931,0.154664,0.517478,3.17825,0.148023
"1419419_at",4.74825,18.9602,9.98602,16.0916,15.2186,8.8613,22.0608,16.5941,9.67775,19.9956,20.6111,17.8219,14.8977,21.3645,11.8183,3.44187,15.8247,4.81134,9.49752,7.81063
"1419420_at",0.491598,3.28992,8.59695,5.6494,0.949488,0.245233,7.78011,10.7936,1.0591,0.921,0.711773,1.63369,4.98075,4.61741,1.36503,3.37148,9.76865,5.61063,2.53556,6.73138
"1419421_at",40.1462,43.0208,45.2523,43.4179,34.9127,33.9683,34.2771,42.7582,19.6849,29.1046,37.755,52.7217,60.3816,32.0242,43.9043,38.2479,26.1419,38.5021,31.7838,33.9186
"1419422_at",5.90832,7.85279,7.5344,9.90529,7.31749,5.0636,0.846771,7.11392,8.76252,19.8021,11.2073,8.31923,10.653,6.00834,12.9589,6.97376,7.80919,6.78473,14.1617,12.6465
"1419423_at",220.358,232.28,282.758,202.416,329.886,391.745,556.211,522.706,657.78,567.985,535.918,396.548,566.327,547.599,535.98,554.159,477.264,441.368,465.519,447.021
"1419424_at",4.00066,18.5044,2.03102,5.28714,0.35093,16.5799,11.9943,12.7072,11.9648,11.298,18.6017,10.9079,20.2718,7.19018,10.0631,1.18679,11.5488,9.80283,15.3434,1.78549
"1419425_at",15.7414,22.4422,8.52111,14.4004,18.3594,9.91467,9.99976,2.85197,16.1119,15.5161,16.0562,17.3938,31.3086,13.6231,7.28749,9.45997,13.5646,9.98828,20.8081,11.7909
"1419426_s_at",4.33552,5.29835,28.4691,12.6779,2.52237,29.9294,38.933,36.7115,45.9996,37.261,36.1515,80.8926,54.7271,42.2738,31.4097,49.8478,104.088,48.1602,173.89,4.96305
"1419427_at",1.27208,2.86079,6.9575,1.59785,2.10241,1.86657,1.84142,6.0127,3.23119,2.46209,1.71563,1.73355,14.8741,1.9699,3.15422,3.59983,13.2286,1.34543,13.8923,2.39742
"1419428_a_at",274.466,619.806,423.125,311.603,588.734,338.104,354.56,385.52,435.423,489.276,542.175,518.396,484.66,464.044,503.539,395.153,398.086,331.231,384.157,337.592
"1419429_at",23.9053,32.4432,18.4392,21.5253,24.3938,22.7727,33.7771,26.2616,42.7326,42.3226,36.8363,50.5331,41.146,45.4927,41.4918,20.1362,25.9388,5.72205,21.453,39.0247
"1419430_at",83.5829,115.29,47.2844,45.542,239.266,71.292,157.808,100.853,47.0409,96.658,357.359,178.841,151.997,78.2869,115.368,110.028,106.878,73.2606,156.376,116.819
"1419431_at",14.4929,10.2841,11.0342,14.949,18.6894,10.6902,57.1558,34.1511,37.3621,55.673,30.6749,49.8939,16.0656,33.7743,56.0021,16.6441,24.5492,17.7229,21.7128,38.7218
"1419432_at",5.40144,0.176173,0.339838,4.88926,3.54218,1.80693,8.7809,0.242265,2.57299,3.87933,0.600028,0.657064,6.55981,2.14164,3.45122,3.07732,0.669942,3.84727,1.39584,7.44143
"1419433_at",54.9058,52.1946,32.7133,40.8605,59.0534,62.4135,36.8635,34.0583,63.4843,57.0983,68.9935,52.0762,61.3795,42.7063,74.3465,53.5778,52.4843,33.9666,42.1784,50.85
"1419434_at",0.261455,0.526119,3.58902,0.160733,0.534011,0.460757,3.32851,0.852342,2.43302,0.312521,0.409549,3.16826,7.41803,0.315013,6.69311,3.79647,0.3995,0.292225,2.16884,0.540059
"1419435_at",766.544,665.573,646.63,539.876,1324.37,989.491,703.625,732.641,896.128,1158.71,1109.22,672.589,858.019,928.957,927.354,658.206,857.656,660.21,730.001,975.589
"1419436_at",1780.44,2834.66,1881.98,2146.65,2541.6,3255.46,2310.41,2935.4,3210.06,3391.31,2321.39,2125.78,3652.02,2794.15,3031.16,2442.13,2605.52,2658.64,2834.45,1964.2
"1419437_at",0.465124,4.73448,6.97728,4.06671,9.48027,6.7977,0.834689,0.618218,1.06455,5.56709,0.919561,7.06964,1.26679,7.57102,4.2759,1.06275,0.230218,1.40387,5.92026,1.36653
"1419438_at",5.28772,0.597363,1.86315,7.53113,1.36637,2.26818,3.79961,1.12547,1.06587,1.3031,8.05078,6.98926,2.38562,0.835171,1.78271,4.56518,1.57827,1.97736,11.2832,4.54241
"1419439_at",51.7636,65.1047,57.8131,33.4675,57.2774,76.7216,57.5284,78.7135,61.3389,65.7491,54.2328,88.4038,55.2611,57.7265,59.4201,40.7978,33.7362,43.0592,36.0946,66.256
"1419440_at",1.2502,1.37348,1.6525,0.574927,0.825195,0.57398,1.00332,0.974023,0.765453,1.59878,0.739666,2.68641,3.21844,1.43898,1.50162,2.17961,1.04323,0.575567,1.05333,1.71237
"1419441_at",5120.96,5985.81,5122.47,4557.92,5918.46,5358.66,5909.97,5701.39,6933.88,6703.1,6257.52,6723.04,6355.56,6373.65,6537.81,5114.02,4665.76,5802.03,5433.06,5622.76
"1419442_at",9.17764,9.08683,11.5825,12.1324,24.3349,30.6756,46.8703,29.5248,48.5135,31.2056,47.6791,54.7937,22.4102,42.1873,34.3073,18.3435,28.0366,16.9199,37.4794,44.6349
"1419443_at",292.876,362.028,317.166,250.283,347.529,378.783,331.744,440.632,450.505,537.828,416.645,357.964,381.329,341.204,417.13,313.602,340.846,317.907,399.313,329.433
"1419444_at",221.748,289.584,220.151,227.276,369.719,311.741,418.846,399.702,482.521,415.185,441.642,464.413,439.026,418.192,487.726,385.949,290.295,301.015,423.984,414.251
"1419445_s_at",638.902,778.819,648.07,495.444,967.728,811.701,861.018,866.116,1210.37,1125.19,1045.57,1068.44,1313.02,1199.95,1385.57,754.563,794.131,709.401,1053.89,902.991
"1419446_at",8.41512,11.2048,3.8401,5.33391,4.30543,11.8992,15.2527,10.9179,18.8365,8.77125,15.7498,20.4487,11.4625,20.8602,13.234,8.82298,10.1139,2.35758,4.18943,8.46939
"1419447_s_at",18.9947,8.96544,30.4351,16.4653,31.321,29.2375,65.1223,36.0526,56.9669,47.6421,54.1949,61.9848,24.936,60.1825,59.0736,41.3985,43.1125,38.9097,45.0229,61.394
"1419448_at",0.350927,0.778584,6.58797,1.76007,6.73283,2.52912,6.87989,0.987816,14.0555,1.94379,6.46142,7.4253,1.33516,2.32467,12.1442,10.7032,0.952654,0.617948,8.62229,4.53248
"1419449_a_at",276.016,444.802,371.001,293.488,460.199,567.18,850.672,631.687,754.737,858.295,748.58,766.662,566.718,797.755,824.282,609.379,345.286,373.271,516.014,544.756
"1419450_at",263.225,359.189,243.188,301.373,521.743,494.243,686.471,512.603,745.663,733.305,576.158,542.624,593.475,543.223,584.938,482.12,468.031,469.141,627.424,514.308
"1419451_at",31.7268,49.2166,37.2269,38.2917,52.46,55.376,71.1016,64.0805,60.7201,85.7254,67.2996,81.6106,83.3588,81.6164,68.5873,52.9572,53.4093,52.2635,61.0801,57.7653
"1419452_at",279.303,329.682,264.945,224.569,439.197,345.218,382.023,375.596,445.563,504.436,502.983,417.843,453.809,420.201,443.054,316.224,332.551,295.613,329.644,379.165
"1419453_at",8.89311,12.4463,9.27202,9.63909,16.7549,14.8362,17.9515,9.98222,22.3225,17.9268,20.0683,28.8586,23.165,23.4241,23.0788,10.5299,13.9434,9.29552,26.2188,16.0991
"1419454_x_at",76.8568,124.896,48.7746,75.4695,117.133,62.9155,85.7688,79.4179,116.545,124.531,94.0105,96.5583,118.958,98.899,117.792,82.3236,80.0683,75.3446,111.37,104.636
"1419455_at",59.9669,78.6125,99.8702,76.0936,81.1915,206.101,577.547,291.266,443.275,326.512,364.788,481.46,223.914,397.589,380.163,268.377,180.398,188.839,204.232,421.984
"1419456_at",1594.73,2692.14,1792.81,1833.61,1844.28,2183.7,1655.86,2181.49,1984.55,2292.72,1445.46,1430.77,2291.31,1659.03,1973.51,2130.83,2124.79,1784.03,2636.14,1511.71
"1419457_at",14.8667,6.59876,11.6328,7.93963,15.4974,5.28627,13.6161,6.97666,10.4792,11.0492,3.73101,15.7073,2.48314,16.6863,5.18303,14.915,8.38591,15.6512,23.3768,14.9913
"1419458_at",1.15927,2.86103,0.411527,1.36553,2.20556,1.94223,3.15709,2.76608,2.06862,2.125,2.88127,2.74261,3.80758,2.51951,2.07973,5.01229,1.32686,2.34742,2.60287,1.46037
"1419459_a_at",158.309,221.395,158.102,134.042,212.776,357.915,225.207,335.395,338.926,399.482,306.508,235.164,228.6,288.198,376.867,171.235,161.987,215.483,248.928,175.408
"1419460_at",88.4268,120.064,92.2656,76.5106,103.554,106.439,117.335,122.285,160.734,152.045,126.98,141.384,138.615,123.383,129.02,92.8146,94.6323,98.1504,112.712,102.975
"1419461_at",141.96,218.001,148.234,135.357,187.648,132.116,147.361,136.221,189.657,211.95,166.535,152.362,135.079,160.223,171.565,133.076,146.955,143.453,160.511,176.009
"1419462_s_at",237.708,317.087,222.644,195.424,351.931,416.835,457.967,421.748,482.836,571.73,444.182,332.6,405.246,392.586,510.478,296.929,334.054,321.433,400.666,338.018
"1419463_at",1.50596,3.14252,0.23781,1.6005,0.691069,1.32218,1.33414,0.167607,0.962247,10.2611,8.71802,5.1236,0.73182,9.35672,4.06812,1.92815,6.05443,0.90385,8.51772,3.11112
"1419464_at",1.05718,7.25838,10.4834,2.19235,4.19411,4.80566,14.2473,6.45049,12.7778,3.6911,15.7928,23.6932,5.09253,2.0046,5.09235,6.23025,1.22388,3.15132,9.01198,6.29093
"1419465_at",10.2125,4.2043,8.04814,11.406,16.4859,19.7737,9.15841,7.89659,9.873,10.3718,11.365,20.1112,23.6164,21.3433,13.1263,10.08,10.6516,11.8309,17.6286,22.8269
"1419466_at",1.40174,0.898266,2.09791,11.9048,10.7066,0.975208,3.6077,2.15418,0.656375,8.56886,7.18593,0.964548,2.83487,0.78849,1.88496,10.7132,0.679602,1.04589,2.0187,10.4354
"1419467_at",34.081,22.4485,47.9403,35.1919,67.5736,119.167,141.38,153.426,138.934,140.016,172.272,136.981,115.147,137.295,183.959,127.336,96.9885,123.404,105.65,100.75
"1419468_at",8.69394,5.11531,7.40747,8.01001,16.2823,24.5318,40.7432,63.3252,59.3535,39.8166,64.7487,40.4992,39.7801,39.1714,47.928,33.7303,33.7403,35.09,38.7851,19.6013
"1419469_at",26.784,4.38998,14.0664,22.288,24.9657,39.6157,29.2467,26.791,40.422,32.1068,49.1466,39.4374,44.12,27.455,42.7324,12.8275,27.4905,20.5972,21.7032,47.1865
"1419470_at",28.6583,19.7277,27.0461,28.6056,32.6794,60.8197,79.0184,60.4025,48.0914,77.094,63.0139,100.143,88.2585,73.9753,68.1549,45.5795,55.6887,47.3241,69.0099,58.0229
"1419471_a_at",215.018,336.89,314.195,204.739,419.84,313.277,331.777,304.372,482.957,480.407,454.11,468.921,451.442,455.147,497.864,302.385,274.43,351.163,461.248,322.775
"1419472_s_at",708.805,811.867,644.319,558.451,935.619,504.21,691.576,547.77,757.441,852.245,824.045,788.594,858.275,687.415,783.94,613.705,524.838,606.71,623.728,713.862
"1419473_a_at",6.08614,7.85883,4.19251,2.44093,5.91497,5.22709,3.74843,7.65461,2.18436,6.9652,11.5004,0.70625,5.31889,11.6219,10.4653,4.45676,1.85332,4.11031,7.21997,8.96562
"1419474_a_at",7.96667,0.791671,7.78412,3.23404,3.75222,1.50905,6.35733,0.92354,9.73353,6.68047,5.8158,1.78097,1.92657,7.46288,6.82296,3.31973,4.36637,1.30941,9.06832,4.2287
"1419475_a_at",4.51341,8.5024,0.211748,4.18759,13.2227,6.59137,19.8609,17.9425,9.55048,16.8045,14.0599,18.1685,18.8129,22.5302,3.22022,9.45338,10.9354,10.8779,28.5681,8.48772
"1419476_at",17.2458,56.8558,66.7148,45.1387,40.3952,63.1408,104.626,71.8502,80.7803,77.0798,68.9127,74.3997,53.2665,95.9268,83.5599,79.3493,55.6803,64.825,54.0887,57.3537
"1419477_at",1313.6,2942.39,1902,1834.38,1993.36,2380.37,2004.65,1888.92,2792.69,3656.3,2196.07,2244.79,2350.74,2697.29,2644.15,1969.52,1919.27,1421.83,1870.65,2045.74
"1419478_at",5.81502,14.5788,7.79165,4.63044,9.91963,7.56658,0.888444,14.3577,8.40514,6.73201,16.5652,13.2195,17.7757,12.6931,8.57652,15.3968,9.11197,8.16345,18.6817,10.5263
"1419479_at",4.07502,9.59884,7.07185,5.86467,2.46941,5.96148,2.28958,7.71446,2.99762,5.41664,0.6875,12.9622,8.56411,0.65549,1.18387,9.92887,13.5386,13.0972,19.7293,1.41033
"1419480_at",12.3333,1.95417,20.5056,17.4458,12.8112,35.06,66.7601,24.1871,39.3504,26.26,69.9952,36.6809,40.8156,47.6188,49.7596,47.1615,25.0829,20.6051,24.4634,29.111
"1419481_at",12.5487,12.3746,14.9437,12.7472,14.2783,15.0268,27.6466,15.7262,21.5158,3.21709,37.6507,29.9878,12.9161,48.35,66.0404,15.7851,7.86718,16.5785,29.446,19.4408
"1419482_at",1.39992,8.17597,10.5342,2.14496,11.2666,39.8548,153.944,40.9533,75.4019,60.4294,69.487,119.113,53.4225,111.969,88.8243,64.6827,47.9348,33.6636,45.0346,139.746
"1419483_at",4.99425,18.0452,19.6886,11.1443,18.0438,47.8178,206.222,78.2214,114.696,99.8802,65.397,171.465,60.6885,160.399,118.993,73.9254,43.8562,49.6298,56.8645,187.433
"1419484_a_at",118.487,120.729,131.717,102.612,177.917,163.268,202.068,157.529,183.888,200.663,228.712,208.363,223.151,178.957,200.798,167.395,123.876,139.435,150.963,176.457
"1419485_at",2.02281,12.4153,6.27822,6.48971,7.74289,7.31148,14.172,11.8713,9.15697,10.9722,3.50314,4.08034,9.35674,2.34289,2.03039,8.15469,10.4276,6.79901,13.7913,5.74081
"1419486_at",0.551783,12.1136,0.616052,7.99684,5.18555,9.18946,10.8262,8.55841,2.28271,5.62426,10.4338,18.0926,2.80145,11.446,6.42401,6.0254,1.99634,4.19031,2.02355,2.79848
"1419487_at",1.82563,5.5622,1.69861,4.94039,3.93566,5.31026,9.69901,24.0545,9.61376,2.2022,2.1124,11.1771,1.98629,2.68735,1.2078,5.29414,2.82692,4.72495,8.36337,8.13267
"1419488_at",10.8495,17.833,14.236,2.62566,26.3493,29.2731,53.0169,41.6368,46.4192,51.4197,61.7513,56.303,72.2462,58.9475,54.1739,38.4967,42.6359,31.9513,45.2664,34.5952
"1419489_at",20.6964,26.5779,26.5384,14.8582,24.5599,21.7946,17.6896,25.4071,30.5824,29.0289,27.7686,24.6785,32.0154,26.2719,23.1261,20.1834,26.0532,20.1877,14.8119,25.5434
"1419490_at",37.6106,50.0658,33.618,41.7434,32.2414,39.745,22.3079,47.0763,52.6479,39.4552,16.1682,19.0821,48.3454,23.7373,25.8744,34.1311,48.2748,46.6717,76.8678,37.1242
"1419491_at",78.8387,79.7241,71.8326,74.6257,104.689,235.159,794.991,399.718,712.081,619.562,905.386,701.68,430.639,530.903,526.567,382.482,480.172,411.441,255.677,924.699
"1419492_s_at",55.3899,40.1421,75.2926,39.7059,72.7421,143.739,369.967,255.231,350.59,336.309,442.328,455.944,289.946,345.171,282.13,201.32,314.947,236.288,185.616,394.156
"1419493_a_at",151.691,190.452,164.01,141.441,219.537,226.441,533.268,262.685,381.998,319.549,422.566,476.672,306.031,443.928,376.997,255.279,229.319,245.932,262.451,481.189
"1419494_a_at",85.7593,120.269,107.926,68.4425,168.152,179.174,278.079,196.768,249.33,234.797,293.135,307.844,212.116,271.947,263.793,99.425,98.1314,180.534,150.257,193.508
"1419495_at",334.65,489.763,322.584,347.787,432.694,459.021,474.233,521.519,551.917,530.96,407.625,451.131,475.182,441.304,499.118,369.425,444.867,359.291,445.895,432.832
"1419496_at",1.1367,1.76829,8.18412,1.3502,5.34096,1.36863,0.64744,0.636999,0.365386,0.514666,2.57811,3.2025,4.58216,2.11044,6.62686,3.7317,5.92462,1.83845,6.75301,0.951827
"1419497_at",1.12462,9.446,2.70362,0.412319,5.28481,6.71898,6.52845,7.57711,2.97371,12.6314,10.8914,10.4902,3.57695,5.28997,15.4036,5.41416,4.00964,2.27216,5.06507,3.53544
"1419498_at",5.38123,0.701151,6.23197,5.32529,6.09189,3.59327,7.24227,5.96376,5.06002,7.55123,11.7395,3.6947,9.06914,4.85015,8.14302,1.17263,5.40425,2.53161,6.65106,6.79599
"1419499_at",2845.46,3145.55,2633.03,2218.56,4197.95,1796.55,2351.35,1687.71,3024.45,3195.75,2306.75,2326.94,2195.46,2434.08,3039.09,2022.34,1874.92,2028.32,2034.74,2758.33
"1419500_at",4.99157,6.76087,13.0121,5.21409,0.896942,13.3106,2.89992,4.50351,7.81926,15.309,12.8425,9.57,7.72551,10.7819,0.7976,11.8408,8.03122,5.92179,12.8025,1.83471
"1419501_at",7.25293,21.4364,11.1548,11.2359,14.9256,18.6648,19.9221,35.856,33.3614,24.4444,26.9249,39.3386,25.1731,25.2677,19.2448,13.288,19.6879,13.821,36.2858,22.6253
"1419502_at",50.0702,78.2269,66.9613,43.1533,74.2797,91.8122,93.9598,63.3843,113.821,122.382,100.612,131.225,108.199,118.992,112.077,62.5365,71.4844,88.5998,77.2765,71.5689
"1419503_at",15.8997,19.7637,20.2874,14.3401,12.8676,14.3386,23.125,6.52737,17.4537,5.2094,32.953,37.5086,29.2957,30.2542,29.31,4.61301,22.9757,23.2933,28.1194,2.6721
"1419504_at",38.5533,50.6992,31.0441,46.7007,67.2214,27.421,34.521,53.9228,46.9668,62.9418,32.2327,28.0647,30.0036,35.6212,39.7946,31.7711,29.798,16.5453,40.5054,53.2865
"1419505_a_at",23.3435,25.779,17.9014,24.1589,23.0464,28.7513,34.2638,34.9266,43.2021,36.1859,29.818,38.8386,40.6287,35.8626,40.2164,30.7082,28.27,20.9525,42.895,17.4468
"1419506_at",39.5576,45.1375,40.5141,23.1385,48.4978,65.4941,79.9157,77.0851,90.8268,80.3655,101.975,92.6388,71.8518,69.5989,93.4337,55.3504,45.8944,29.4942,57.5547,60.4393
"1419507_at",1.1914,4.35091,1.16673,1.28296,2.02598,3.35139,0.260079,0.318905,5.22486,0.37171,1.34195,1.32408,2.09743,6.58159,0.782454,0.93947,4.78926,0.29242,1.40944,10.0363
"1419508_at",51.4496,49.2539,55.715,65.3025,98.3986,85.6297,97.1604,88.1975,137.091,132.398,85.5769,124.656,109.556,110.045,135.087,85.1372,72.0216,58.0045,75.6006,90.8571
"1419509_a_at",136.86,278.119,219.375,152.768,244.449,258.927,459.772,286.073,378.281,367.722,401.559,424.193,329.152,440.297,478.343,277.782,227.984,295.524,364.668,409.237
"1419510_at",1106.69,1229.64,704.814,697.444,1899.82,585.303,436.937,592.202,841.175,822.248,645.007,431.22,640.444,637.991,657.204,636.588,767.509,517.668,749.94,598.344
"1419511_at",0.204262,1.04405,0.354517,0.440139,0.770435,0.41161,0.435519,0.501837,0.295956,0.372379,0.306431,2.16575,0.70364,0.898944,0.411194,0.710733,0.209533,0.479512,0.43791,0.350396
"1419512_at",74.7083,111.49,76.9158,63.4416,72.7973,85.3108,112.396,74.3058,103.075,106.173,106.783,118.796,124.074,94.4547,100.537,81.2786,80.4197,77.807,78.2415,81.6517
"1419513_a_at",7.4777,26.1676,14.4082,11.5253,15.7453,15.665,41.5018,9.99729,16.1628,1.74986,9.34292,20.5668,30.9957,24.2712,22.9323,18.193,13.7367,13.5546,18.4225,37.9825
"1419514_at",2.48579,6.29145,2.36469,13.3708,3.81576,4.60336,6.9024,7.38575,1.74079,6.53153,1.00801,5.14258,8.36204,1.53732,2.35052,6.7482,2.58688,5.47022,1.32451,1.53201
"1419515_at",13.6436,13.4654,25.3163,2.48199,2.70096,33.3609,57.7347,53.9816,33.468,38.4285,35.0773,39.4394,33.5236,50.0357,49.2204,51.2875,38.8244,27.0913,50.4709,42.5661
"1419516_at",208.471,174.499,167.107,150.226,316.585,225.241,356.421,248.935,304.593,327.075,317.845,296.34,286.053,270.893,368.678,273.086,230.149,204.386,266.462,283.749
"1419517_at",6.39229,1.39665,0.811302,1.05305,2.04173,1.11125,1.59725,7.29312,12.8284,1.36552,0.833295,8.82583,2.13877,3.09583,0.768436,0.300697,1.22836,1.08246,10.3114,1.52927
"1419518_at",37.6783,29.9317,59.6452,30.3826,87.7547,30.4329,56.6013,50.0436,48.2892,41.1414,78.1318,89.8449,64.6259,67.2352,34.1715,34.9977,25.5873,55.8647,30.2168,62.2971
"1419519_at",1436.6,2091.56,1311.92,1282.72,1314.19,2065.97,1547.65,1845.8,1817.21,1799.07,1421.44,1434.02,1821.72,1267.34,1733.75,1411.48,1238.53,1257.66,1606.53,926.202
"1419520_at",306.626,760.931,565.605,501.135,320.651,375.136,329.302,356.539,402.887,331.785,391.236,354.668,452.833,431.219,377.403,288.162,302.887,282.916,384.836,312.601
"1419521_at",2.30299,14.2765,10.9051,6.90719,8.2971,3.61389,8.08053,2.00399,17.7608,14.4061,13.1104,15.0949,7.05831,2.43855,12.424,1.90333,7.33209,5.59183,11.4215,6.29303
