"GSM2462948","GSM2462949","GSM2462950","GSM2462951","GSM2462952","GSM2462953","GSM2462954","GSM2462955","GSM2462956","GSM2462957","GSM2462958","GSM2462959","GSM2462960","GSM2462961","GSM2462962","GSM2462963","GSM2462964","GSM2462965","GSM2462966","GSM2462967"
"1415808_at",2.93946,0.655317,7.66916,1.40691,7.54751,7.33724,2.26143,1.09315,1.09956,2.77215,1.74045,1.25793,1.2054,1.16121,0.417964,1.00937,8.97294,1.18377,1.97408,0.578721
"1415809_at",0.16024,4.54468,2.22723,0.251872,0.612776,0.517172,0.713737,11.9141,0.668359,0.751035,2.70184,5.80611,9.33789,0.708236,13.7054,0.692024,1.29667,1.03217,0.530271,5.62545
"1415810_at",7.67901,5.12922,6.32689,8.06733,7.48157,1.53581,24.1987,10.5967,24.2687,6.51903,14.3858,16.8236,10.7716,19.2747,11.7057,14.7318,3.70869,11.4742,4.43649,25.2733
"1415811_at",1.08929,0.668431,1.97848,0.913575,4.35092,0.868117,1.93538,1.48532,2.31587,6.14885,9.92594,1.47414,5.93137,2.42367,1.52254,1.53109,2.71503,1.32403,2.12926,2.35177
"1415812_at",123.294,131.401,110.422,103.994,222.707,260.459,564.171,338.945,351.809,452.952,343.113,607.462,234.653,391.707,408.117,289.733,301.245,222.939,723.684,594.552
"1415813_at",402.479,447.828,360.055,310.311,598.816,509.568,564.663,489.02,622.184,610.273,565.921,572.224,567.76,567.206,590.257,553.633,466.594,484.744,599.048,526.476
"1415814_at",191.773,214.681,195.295,175.026,230.886,294.808,620.605,347.297,499.202,459.616,456.237,552.382,424.993,503.172,463.626,346.281,301.237,323.029,334.418,523.789
"1415815_at",0.978477,3.47116,5.42158,1.19473,1.40944,8.61936,10.5747,2.50665,20.0512,14.936,4.34373,2.81813,12.569,22.7812,0.877026,1.77344,2.7399,6.19271,11.6981,8.89708
"1415816_at",963.783,951.197,729.431,737.773,1206.89,603.115,900.955,631.711,978.6,1040.52,1075.64,943.62,989.385,860.511,1017.75,720.636,657.414,756.545,714.991,768.161
"1415817_s_at",349.849,510.346,385.095,319.789,523.896,345.363,466.578,505.429,574.107,682.054,574.266,522.566,545.257,494.947,572.528,361.094,408.58,423.109,460.802,457.131
"1415818_at",118.04,284.428,286.391,187.501,199.479,222.999,289.59,221.697,281.234,412.37,327.501,313.582,288.285,288.441,343.819,316.19,299.136,279.273,322.409,255.417
"1415819_a_at",184.195,271.899,224.757,181.225,285.993,259.672,359.972,237.63,356.467,310.759,421.81,373.297,365.875,343.092,380.443,268.802,267.519,256.675,283.273,320.873
"1415820_x_at",381.842,758.922,419.202,437.417,914.857,511.027,687.68,489.553,929.21,992.368,964.825,885.19,1046.52,812.818,1057.71,658.539,682.845,533.956,728.468,756.651
"1415821_at",607.649,975.484,669.796,634.603,1169.52,953.208,1421.44,962.987,1457.73,1350.26,1415.15,1587.32,1370.59,1390.1,1449.97,959.446,936.026,885.363,1130.67,1157.5
"1415822_at",29.7482,32.1169,34.8001,32.3939,51.6126,166.195,551.726,164.328,231.405,202.504,300.163,404.154,169.263,296.736,208.544,162.201,121.866,95.0475,193.307,414.366
"1415823_at",3.9425,7.87135,0.415944,12.8323,1.14877,4.43727,73.6675,22.1063,38.1698,32.7901,32.104,50.835,36.5848,35.5706,34.3092,24.841,17.8839,14.1089,27.8323,36.0196
"1415824_at",0.908007,9.42027,2.75536,7.74053,3.44008,9.04561,7.6771,12.9625,6.97296,11.4531,12.8683,7.52985,7.91403,9.81766,3.35076,2.78076,3.37703,4.92328,7.02375,7.3329
"1415825_s_at",280.738,403.301,328.37,274.771,520.682,352.571,515.33,356.784,557.335,550.506,578.847,534.281,586.218,563.4,584.194,404.929,379.971,377.533,429.189,429.26
"1415826_at",445.32,625.647,441.376,427.697,798.974,647.987,779.934,666.019,1097.16,996.044,911.099,794.967,850.418,809.102,889.5,658.169,653.303,637.822,796.571,674.083
"1415827_a_at",1673.95,1870.66,1454.35,1479.5,2465.15,1684.21,1674.18,1546.53,2176.14,2234.95,2140.88,1898.48,2052.5,1940.39,2087.3,1628,1514.89,1541.17,1842.52,1755.37
"1415828_a_at",433.718,428.94,330.434,350.957,527.038,618.639,500.466,476.549,687.921,706.493,580.999,525.405,602.84,620.438,634.77,433.135,429.79,483.711,519.514,503.51
"1415829_at",141.802,160.425,146.84,136.588,222.436,227.822,313.527,208.806,309.31,290.066,281.325,275.868,257.382,273.519,299.994,210.482,191.851,170.619,207.336,244.155
"1415830_at",143.623,250.31,167.606,131.188,221.249,168.867,175.467,186.712,227.879,241.331,212.997,182.118,226.988,212.346,233.539,162.234,166.676,175.326,180.909,198.75
"1415831_at",1181.64,1385.47,1225,1003.03,1849.45,1164.05,1249.8,1048.74,1450.38,1588.36,1534.85,1350.74,1562.92,1433.94,1572.78,1256.82,1134.54,1052.73,1287.42,1308.66
"1415832_at",0.17266,0.396461,6.00343,0.193604,0.856245,4.25743,3.32865,3.19857,0.522061,3.15257,2.03437,1.00032,0.67325,0.874093,0.135145,0.375999,0.418923,3.15437,3.53892,0.517732
"1415833_x_at",6126.12,7336.02,6705.68,6116.07,7718.01,5920.87,7204.14,6436.61,7644.36,7551.8,7746.26,7477.19,7237.26,7403.11,7689.21,6485.79,5593.24,5883.63,6231.3,6620.68
"1415834_at",1096.89,1911.31,626.643,1156.04,1998.21,1194.54,1762.55,2520.65,2503.41,2021.69,1397.41,1568.1,2516.69,1409.85,2618.7,1755.03,1673.72,2078.82,1796.09,1896.6
"1415835_at",1.10681,1.28605,1.3291,0.950149,0.937735,4.14639,1.07403,1.52518,7.74542,4.41914,1.35669,7.77228,7.25086,12.8911,1.83719,5.25673,3.51141,4.97768,7.86726,5.5293
"1415836_at",0.645029,4.92691,15.917,6.19066,10.0781,17.4,30.499,26.2463,12.1016,13.5376,22.1177,29.1155,17.4644,24.533,22.3161,18.2781,9.88954,13.9496,25.4909,19.4669
"1415837_at",3.11981,0.757978,7.48771,6.03445,0.570038,7.59474,25.4462,10.2719,13.5023,10.7734,21.2744,8.87797,4.58975,13.3939,11.2342,7.14875,5.17877,0.896032,1.14481,11.1184
"1415838_at",686.278,824.954,692.894,693.269,1006.23,1279.52,1158.45,1372.29,1764.39,1625.08,1368.85,1346.82,1558.36,1345.87,1405.49,932.965,1041.67,1062.81,1292.7,849.082
"1415839_a_at",2189.42,2133.77,1601.01,1638.87,2819.19,2209.56,2551.14,2271.71,2952.8,3231.9,3175.23,2551.42,3284.59,2333.59,2921.37,2020.09,2031.39,2226.31,2101.28,2219.12
"1415840_at",6942.82,7076.53,6338.75,6357.35,9025.66,6492.19,7767.46,7631.57,8524.41,8205.9,8236.91,8293.45,8845.65,7511.43,8019.08,6286.97,6791.6,7401,7143.38,6707.41
"1415841_at",300.28,426.296,314.577,289.89,568.653,418.83,528.296,424.739,607.013,665.365,604.34,558.174,600.115,523.31,595.134,409.102,423.751,391.096,463.268,528.985
"1415842_at",20.4771,34.9086,31.4818,24.6338,44.3273,33.7098,36.2569,30.5463,36.6757,53.976,46.4351,36.7668,40.9858,64.5944,45.0647,27.3701,41.8464,34.0271,44.2107,41.6396
"1415843_at",1.8837,2.32053,10.1744,1.00415,1.52341,2.91181,3.77829,10.9341,0.697034,8.85243,13.1476,9.91489,12.2273,6.98042,10.2046,3.96687,2.45529,3.6811,2.73171,8.95582
"1415844_at",5.32925,0.322388,0.612491,2.41322,1.41826,0.994059,0.624667,0.55503,6.69742,0.937383,0.882524,4.26207,1.39006,0.647628,0.644883,0.380228,0.195979,0.971707,0.588796,4.5906
"1415845_at",6.69663,8.08237,13.0124,14.4939,8.50386,8.9021,9.98009,4.8661,13.8392,3.10532,17.3147,16.0572,1.54374,19.5335,17.7092,1.91446,6.79616,4.36028,6.49307,14.8922
"1415846_a_at",0.345827,0.397984,4.34926,2.76615,0.426178,5.44736,0.389627,1.77987,4.59422,0.803265,1.4107,0.837879,11.1495,2.08669,0.479531,2.50742,0.354532,0.943507,0.609717,0.296078
"1415847_at",12.7976,14.8295,13.5948,14.0888,4.80915,17.7603,22.3893,19.7683,5.10082,24.2763,22.3219,23.7267,23.8863,21.2986,24.8388,7.82928,5.51442,18.3188,17.497,18.5792
"1415848_at",9.9946,22.6215,17.7598,27.4423,9.63501,24.2401,5.22347,20.3634,27.185,21.9594,25.0576,36.5653,4.6468,4.41157,4.20072,13.734,10.4728,20.3993,29.5748,2.25278
"1415849_s_at",204.727,225.693,197.878,145.018,321.046,239.657,467.383,232.035,309.755,324.57,373.113,366.861,335.624,439.306,365.527,287.791,228.854,208.461,242.265,560.885
"1415850_at",53.3054,92.6093,79.1595,68.5519,61.025,137.735,180.508,139.692,146.574,106.238,168.883,166.039,125.439,147.595,125.973,126.431,105.108,105.78,109.563,170.392
"1415851_a_at",739.641,799.067,534.14,487.699,743.885,506.673,585.498,534.389,674.69,673.787,652.917,579.825,670.605,580.683,642.778,513.915,496.891,466.206,522.516,604.084
"1415852_at",517.89,535.61,413.518,391.992,602.711,492.935,582.851,539.225,668.352,624.865,639.331,550.329,589.563,545.938,649.977,438.478,450.985,466.952,517.875,521.799
"1415853_at",85.5732,164.907,122.893,91.0593,167.843,108.749,119.903,135.486,214.903,174.944,171.86,196.176,167.558,160.721,168.503,94.1832,119.469,122.105,165.081,105.141
"1415854_at",1.87347,1.5462,3.00005,2.41375,3.99747,8.08771,2.29833,7.369,1.53817,0.91004,2.98237,4.20426,8.1196,6.59528,1.25674,4.36356,6.72546,7.986,5.49389,7.35047
"1415855_at",41.0886,38.2899,41.5565,37.2308,91.2529,65.2029,145.583,96.1979,95.5005,105.93,102.024,112.043,73.666,104.329,117.214,73.425,78.7192,81.0001,84.1396,93.5556
"1415856_at",9.03466,24.8466,20.9593,14.5388,19.3493,33.3454,72.3042,33.2341,44.1978,32.4772,57.7699,84.951,50.3886,68.4518,49.9725,34.3713,25.7904,28.0752,22.754,45.9575
"1415857_at",1.04463,1.66586,0.811592,0.650712,1.52581,4.10897,25.4963,2.06391,25.6293,6.63226,8.40324,9.36239,2.46151,9.68879,5.60157,1.54952,1.6139,1.29487,1.87559,6.63201
"1415858_at",895.144,1048.62,836.467,723.839,1239.97,858.294,1121.73,995.004,1276.77,1259.56,1392.72,1192.21,1266.47,1128.31,1283.62,927.513,845.181,924.014,1056.88,1050.2
"1415859_at",319.679,226.519,174.452,163.594,259.88,367.048,213.392,355.71,324.32,389.086,307.338,261.258,195.815,242.177,474.126,196.606,121.382,104.124,168.343,219.091
"1415860_at",767.637,857.783,762.641,554.636,992.094,788.159,963.259,872.066,1172.56,1126.13,886.978,866.839,1079.28,988.687,883.967,956.112,729.187,879.163,854.604,992.076
"1415861_at",5.9314,5.29715,0.455098,0.493444,3.04347,0.63222,9.24708,0.66202,4.10764,0.801723,0.691942,0.764578,10.4399,10.4363,0.579487,5.62725,2.87038,7.70201,3.67691,8.27426
"1415862_at",3.75589,5.44631,6.06221,1.58491,5.28451,1.97456,7.95065,3.04015,0.169977,0.841513,3.23199,10.5922,1.87023,4.5739,5.07599,4.56714,1.50585,5.56326,2.67606,0.941159
"1415863_at",1380.05,1969.71,1390.95,1261.37,2110.03,1562.79,2245.09,1813.21,2947.61,2484.83,2360.87,2477.99,2706.89,2445.75,2890.59,1835.16,2011.88,1840.45,2118.21,1975.39
"1415864_at",133.368,129.392,63.0773,96.1832,120.764,112.707,124.442,122.454,233.159,161.603,222.906,174.596,216.291,169.673,174.411,99.8935,97.2112,101.947,133.372,110.939
"1415865_s_at",274.708,157.018,132.929,172.827,186.594,111.553,135.691,87.8509,186.096,144.671,237.298,178.004,218,180.177,185.862,151.457,111.223,130.739,123.283,143.17
"1415866_at",38.062,57.7777,62.7366,39.5008,68.819,41.9469,68.2808,65.0502,88.3804,60.7725,84.8218,68.7937,111.267,58.9744,75.1621,50.5945,50.3961,53.1071,53.5678,56.3659
"1415867_at",1453.46,1581.73,1218.46,1053.14,1745.17,1232.77,1446.71,1364.88,1941.5,1912.19,1619.5,1551.27,1590.51,1512.91,1794.11,1227.87,1261.98,1281.79,1472.33,1500.29
"1415868_at",11.3897,1.39697,1.01114,1.20922,0.665052,0.533592,0.692925,0.94471,0.912539,6.67106,4.12387,0.648929,13.2618,5.34922,10.4315,4.19777,0.384964,1.37047,5.80124,0.40942
"1415869_a_at",301.189,600.525,462.798,347.251,528.932,312.537,453.954,315.615,471.934,510.7,482.197,443.099,440.655,428.783,522.907,417.312,387.041,333.874,358.306,471.336
"1415870_at",411.139,611.049,550.579,426.304,653.287,554.668,804.4,549.82,758.602,803.025,872.739,813.804,819.64,805.497,816.639,583.729,490.104,577.004,678.83,738.702
"1415871_at",150.418,210.286,217.946,290.7,312.672,483.436,840.424,528.713,673.602,572.731,581.147,812.345,522.774,718.709,714.414,369.625,381.184,360.423,384.194,797.231
"1415872_at",721.159,835.313,693.934,556.263,1282.51,843.851,1183.12,916.985,1224.08,1250.56,1081.3,914.686,958.904,947.226,1116.78,774.664,766.374,651.341,761.815,994.235
"1415873_a_at",418.779,559.181,406.566,377.318,607.875,307.52,400.367,366.293,543.48,503.602,422.631,458.927,481.83,502.449,503.365,455.157,405.291,354.583,429.848,413.282
"1415874_at",54.6321,59.2571,50.0513,53.4344,96.9936,102.061,163.092,142.919,146.772,150.06,118.697,137.058,118.353,106.906,122.632,87.7413,94.6014,93.0802,85.2931,127.762
"1415875_at",4.75587,9.68332,11.2185,6.40552,10.5708,1.15329,0.466972,6.66347,4.80623,2.88905,10.3301,2.88045,9.84579,8.50967,10.4707,2.8531,10.4884,4.50775,8.45572,0.397205
"1415876_a_at",4116.88,4190.92,3995.18,3687.88,4223.06,3687.85,4148.32,3705.48,4276.28,4495.66,4339.65,4153.06,3918.52,4158.58,4170.56,3701.76,3174.12,3844.47,3870.75,3759.01
"1415877_at",12.113,1.42843,12.013,2.91283,13.9777,3.85122,25.6741,10.7077,11.745,15.9378,24.7539,34.6053,11.5343,18.1017,28.3094,17.5545,8.40452,5.8203,14.1307,14.2258
"1415878_at",35.4076,69.1544,61.3532,35.5612,54.4178,73.3194,82.4999,40.6769,54.3265,74.3754,106.83,110.709,84.7409,83.3675,84.2377,52.5394,27.2127,38.1355,67.9632,71.284
"1415879_a_at",5609.4,6814.37,5663.06,4696.55,6731.49,4600.3,6089.05,5015.63,6413.34,6421.84,6387.49,6313.1,6025.47,6087.45,6379.34,5573.51,4782.54,5305.08,5229.09,5689.6
"1415880_a_at",4202.33,4287.18,4296.2,3762.61,4275.63,4281.98,4953.35,4409.28,4948.87,5189.03,5269.07,5137.46,5504.9,5407.64,4999.85,4866.44,4521.32,4038.4,4943.65,5338.88
"1415881_at",1614.88,2298.12,1655.97,1844.62,2454.04,2400.35,2227.67,2364.61,2966.54,3222.38,2611.59,2503.61,2657.56,2456.49,3001.12,2199.48,2175.88,2003.11,2458.65,2260.72
"1415882_at",1279.86,1489.5,1307.3,1159.19,1691.72,1578.49,1786.44,1667.83,2049.49,2090.12,1926.67,1783.6,2000.46,1861.22,2062.64,1444.16,1468.86,1429.58,1755.49,1578.87
"1415883_a_at",14.7037,12.7811,6.9132,3.62991,6.50652,6.35632,1.68979,2.13195,8.05135,9.52336,0.715334,1.20467,2.25733,2.18223,5.48749,9.26964,7.79111,1.89658,2.18799,1.62188
"1415884_at",34.0531,14.0063,16.682,22.5086,24.7938,37.1885,25.0449,34.9039,46.0315,51.669,6.03189,68.7902,49.3302,42.8787,30.4164,27.531,28.5492,31.7813,1.85592,23.4807
"1415885_at",5.01816,6.15428,0.693998,3.61156,6.42914,3.89776,0.87106,3.94892,2.90708,9.30327,11.0288,6.8307,7.68868,2.26042,1.46723,6.6379,3.79826,4.3698,0.513379,6.25726
"1415886_at",22.5913,54.4936,39.3395,16.5829,42.1499,41.4773,32.3397,33.9219,69.8276,40.015,58.8069,51.7183,55.378,50.6564,41.8258,54.2808,45.0983,28.3806,43.8531,35.2574
"1415887_at",552.602,556.141,605.404,425.643,655.222,727.623,693.303,456.732,824.044,877.05,820.467,683.106,594.271,572.167,642.395,405.997,516.309,499.647,457.619,679.696
"1415888_at",710.663,1054.15,831.089,685.69,1186.5,871.578,957.503,854.538,1068.44,1242.14,1262.5,1066.29,1034.23,1084.85,1234.37,883.19,827.271,822.025,804.631,779.266
"1415889_a_at",2995.25,4410.96,3036.16,3269.28,4609.97,3267.11,2961.75,3272.29,5137.92,5432.05,4203.69,3434.2,4794.87,4057.94,4873.3,3443.51,3108.82,3231.18,4497.36,3064.91
"1415890_at",103.282,113.014,84.4923,94.2595,128.705,152.458,123.937,94.6248,203.807,203.265,187.954,139.401,249.473,166.03,227.849,136.457,124.828,150.846,166.752,146.684
"1415891_at",2943.11,3582.63,2811.47,2697.75,3470.45,3270.3,3156.04,3935.92,3496.15,3805.41,3413.97,3565.84,4817.41,3266.21,4055.61,2497.85,2793.59,3010.86,3964.6,2620.78
"1415892_at",110.254,154.066,137.715,104.122,245.775,193.48,341.44,250.911,306.039,305.456,375.812,312.391,317.594,356.271,356.568,312.465,266.27,189.95,303.118,316.279
"1415893_at",10.2074,13.1357,0.842592,7.0828,13.902,18.1087,23.691,32.3808,31.9125,27.068,34.3138,32.377,27.3725,17.4351,15.1794,16.8608,12.5309,20.9169,14.2712,31.0629
"1415894_at",111.476,202.452,158.301,129.721,177.717,172.978,224.286,175.954,207.926,146.235,195.975,230.745,254.29,204.409,233.007,158.671,176.775,170.567,207.045,183.185
"1415895_at",195.72,207.623,209.899,115.838,157.792,321.512,202.291,221.191,271.412,262.777,213.577,320.254,335.277,232.937,256.091,219.383,190.73,181.493,249.446,176.97
"1415896_x_at",12.8361,28.0726,20.7811,19.1405,34.3588,35.4633,25.3531,28.038,64.4095,86.1311,68.7385,45.633,41.6664,44.1113,41.8061,74.8623,85.5682,30.4641,69.0253,30.0833
"1415897_a_at",11793.2,12423.9,10384.5,11348.9,13252,11494,11474.4,11147.4,12693.1,12527.4,12312.4,11614.6,12953.6,11978.3,12688,11122.7,10759.2,11002.4,10968.6,10592.3
"1415898_at",35.4131,25.2016,35.5229,24.1322,51.2067,46.5157,33.1455,47.2997,67.323,44.173,35.3399,45.8474,42.1112,39.0635,27.129,27.757,30.5312,43.2967,50.7184,28.7618
"1415899_at",63.8705,141.067,90.7652,83.8968,268.063,97.9379,221.968,176.149,237.016,351.196,233.675,178.202,232.857,311.397,442.929,96.7664,80.6297,82.992,155.57,198.692
"1415900_a_at",11.6805,6.392,12.6829,0.927644,12.0646,4.78166,5.16225,1.1341,8.67762,7.22473,2.6653,8.228,1.27968,8.90013,4.27061,7.01914,1.15566,5.16252,9.19489,3.32059
"1415901_at",133.489,181.276,167.293,101.126,226.651,141.896,204.705,156.208,150.349,209.644,227.522,234.519,231.391,219.571,227.31,139.988,167.298,171.573,166.541,182.796
"1415902_at",3.45853,4.5742,2.87497,1.14695,17.4065,11.7238,8.54077,6.66667,10.0732,20.0095,3.39436,9.4565,5.82779,3.68204,12.3001,3.97852,6.28952,3.79531,12.523,5.47783
"1415903_at",13.4146,27.1219,24.6504,18.3815,26.1973,26.924,60.3813,32.9542,51.6486,55.7519,53.005,71.1836,51.7091,68.9898,68.3363,30.2051,21.1144,28.3684,25.7331,54.0016
"1415904_at",437.304,390.937,398.85,295.264,368.14,1980.66,5721.58,3089.58,3743.39,3016.48,3182.43,5542.3,3802.53,3884.42,3138.15,2451.46,2084.82,2301.3,2517.54,4671.92
"1415905_at",1.02676,6.18128,5.69467,8.09148,0.788706,4.72143,5.90479,4.33393,6.3505,6.61903,1.38357,5.99234,7.56468,0.468517,3.03792,10.9688,3.26373,0.322134,0.563365,0.357322
"1415906_at",1314.75,1712.62,2519.8,1861.19,2187.97,5668.8,8364.76,6094.37,7358.97,6069.8,8093.1,7843.51,5218.32,8058.66,7000.39,8145.24,5229.81,5180.48,4550.68,8012.54
"1415907_at",178.178,300.292,312.033,208.373,286.433,195.711,221.063,173.514,227.704,237.591,256.111,243.705,276.454,226.525,251.139,196.397,188.584,220.688,234.706,193.559
"1415908_at",166.748,265.856,144.55,145.666,293.325,310.548,383.747,356.596,526.821,501.765,469.549,532.914,575.722,479.44,519.246,310.944,309.86,302.522,426.405,363.283
"1415909_at",209.786,289.823,227.583,164.941,414.242,155.803,227.411,199.386,318.246,338.24,241.717,199.281,259.041,261.502,308.693,201.709,198.259,194.433,251.385,243.189
"1415910_s_at",210.83,435.182,345.993,173.267,282.665,298.044,341.639,301.172,301.816,317.105,365.913,346.797,427.225,354.258,291.937,274.434,257.889,367.006,316.439,241.71
"1415911_at",146.751,153.09,118.183,108.526,262.984,215.595,368.173,266.945,327.406,338.351,328.103,265.914,295.673,290.005,335.458,220.149,228.899,240.273,237.113,243.527
"1415912_a_at",1692.21,2124.29,1788.44,1584.95,2442.53,1926.33,2353.4,2210.83,2614.58,2487.56,2275.14,2366.77,2005.95,2332.98,2684.37,2101.46,1930.32,2095.19,2228.99,2249.93
"1415913_at",21.3569,34.8262,39.5982,17.5396,33.8383,26.9968,27.3061,28.0743,26.9018,29.8965,42.6883,32.6074,23.2543,33.2981,22.749,17.2954,17.8127,13.5424,4.04214,21.1215
"1415914_at",2143.45,2164.06,1746.78,1683.06,2812.16,2161.34,2466.19,2154.92,2655.38,2950.19,2665.47,2536.24,2658.1,2637.99,2713.04,2235.73,2149.63,2212.31,2342.64,2550.65
"1415915_at",597.246,612.688,554.98,433.39,740.925,660.132,987.869,712.238,958.731,983.866,1052.62,1078.16,986.076,894.33,929.992,695.891,609.383,763.359,790.819,819.712
"1415916_a_at",1385.41,1614.75,1350.2,1191.13,1756.5,1377.27,1311.4,1617.82,1606.8,1846.9,1615.91,1509.02,1947.11,1490.15,1712.47,1685.16,1456.65,1309.66,1524.69,1387.73
"1415917_at",692.933,1127.96,851.496,776.295,1073.03,935.565,845.7,1089.97,1021.32,1233.05,971.95,884.52,1285.23,928.483,1102.47,1169.44,1033.25,878.481,1226.01,815.248
"1415918_a_at",2665.5,4034.06,3532.03,2482.39,3771.07,2764.12,3408.18,2883.27,3859.44,3884.19,4143.99,3823.79,4097.75,3688.54,3856.81,3242.03,2708.33,3096.62,3224.03,3314.59
"1415919_at",32.4423,70.7277,55.9286,36.9276,61.7654,47.255,94.1792,50.7813,78.9571,75.4892,70.3165,105.387,85.5323,91.8099,84.7207,57.1144,54.8733,65.3051,75.7109,81.7898
"1415920_at",678.118,817.241,606.591,515.756,1014.29,637.476,793.523,749.628,985.392,1025.53,881.498,810.546,888.805,958.294,907.399,744.787,745.061,702.845,754.513,778.237
"1415921_a_at",7.4089,8.04571,9.40613,10.4659,14.4153,6.154,5.83595,8.60229,10.6494,2.03288,19.088,12.8024,20.3601,14.1503,13.2387,8.77507,10.7713,10.8339,9.16029,22.4812
"1415922_s_at",39.9847,66.7048,62.9337,57.8566,106.866,142.013,238.127,101.459,169.059,171.29,267.927,201.219,118.017,197.59,197.625,168.502,118.229,143.065,124.455,167.211
"1415923_at",6.58413,15.2029,8.82642,9.53846,14.9026,18.527,28.4455,18.0181,28.7096,40.0555,29.831,30.3738,31.5295,33.8342,23.126,21.063,23.9273,19.5602,36.647,31.0843
"1415924_at",0.318512,10.5343,4.09212,0.11142,0.141712,0.903714,1.01259,10.0096,5.83719,6.70321,0.558248,9.41311,2.82735,0.765844,1.39378,0.429494,2.76347,1.85562,1.01435,0.298242
"1415925_a_at",121.466,160.344,116.787,91.6,158.736,105.518,128.5,123.71,186.842,167.398,144.651,120.02,132.023,160.492,207.307,105.459,117.173,121.073,135.387,128.097
"1415926_at",99.978,166.126,109.058,106.528,145.056,73.9447,132.076,117.944,192.649,177.949,128.023,135.215,126.683,132.784,164.508,133.449,109.696,118.911,115.289,135.749
"1415927_at",13.9455,20.3832,17.7019,14.3291,23.9134,16.3651,35.8763,17.7544,18.1722,15.4709,33.7526,30.323,31.6699,37.8958,35.7232,1.39637,17.2963,19.8302,21.9535,10.2549
"1415928_a_at",1722.52,2472.11,1679.49,1721.77,2328.17,1683.21,2272.46,2153.57,2762.36,2761.02,2423.09,2423.88,2754.09,2463.16,2689.38,1710.48,1789.07,1913.32,2224.75,2025.48
"1415929_at",1004.73,1318.17,1269.05,1166.52,1307.99,1207.3,1570.14,1195.9,1647.17,1726.36,1370.93,1443.38,1384.32,1510.51,1487.47,1169.16,1168.56,1332.69,1344.74,1163.51
"1415930_a_at",1806.76,2438.35,2181.46,1674.42,2217.03,1553.91,2015.08,1901.52,2508.98,2405.72,2125.91,2096.59,2257.8,2170.93,2235.11,1558.06,1579.36,2034.28,1832.28,1856.19
